0	-0.495004
0.1	-0.499736
0.2	-0.503939
0.3	-0.507432
0.4	-0.510089
0.5	-0.511839
0.6	-0.51267
0.7	-0.512614
0.8	-0.51174
0.9	-0.510143
1	-0.507929
1.1	-0.505208
1.2	-0.502089
1.3	-0.498669
1.4	-0.49504
1.5	-0.491287
1.6	-0.487484
1.7	-0.483709
1.8	-0.480037
1.9	-0.476548
2	-0.473331
2.1	-0.470481
2.2	-0.468105
2.3	-0.466309
2.4	-0.465204
2.5	-0.464888
2.6	-0.465438
2.7	-0.4669
2.8	-0.469277
2.9	-0.472518
3	-0.476514
3.1	-0.481101
3.2	-0.486068
3.3	-0.491172
3.4	-0.496159
3.5	-0.500785
3.6	-0.504835
3.7	-0.508139
3.8	-0.510586
3.9	-0.512118
4	-0.512735
4.1	-0.512478
4.2	-0.511424
4.3	-0.509671
4.4	-0.507327
4.5	-0.504503
4.6	-0.501304
4.7	-0.497827
4.8	-0.494161
4.9	-0.490389
5	-0.486587
5.1	-0.482829
5.2	-0.479192
5.3	-0.475759
5.4	-0.47262
5.5	-0.469873
5.6	-0.467624
5.7	-0.465982
5.8	-0.465055
5.9	-0.464937
6	-0.4657
6.1	-0.467381
6.2	-0.469969
6.3	-0.4734
6.4	-0.477552
6.5	-0.482249
6.6	-0.487271
6.7	-0.492371
6.8	-0.497294
6.9	-0.501802
7	-0.505688
7.1	-0.508798
7.2	-0.511031
7.3	-0.512346
7.4	-0.51275
7.5	-0.512297
7.6	-0.511069
7.7	-0.509166
7.8	-0.506699
7.9	-0.503777
8	-0.500503
8.1	-0.496974
8.2	-0.493276
8.3	-0.48949
8.4	-0.485691
8.5	-0.481955
8.6	-0.478359
8.7	-0.474987
8.8	-0.471931
8.9	-0.469292
9	-0.467177
9.1	-0.465695
9.2	-0.464951
9.3	-0.465036
9.4	-0.466014
9.5	-0.467912
9.6	-0.470707
9.7	-0.474322
9.8	-0.478621
9.9	-0.483416
10	-0.488479
10.1	-0.49356
10.2	-0.498406
10.3	-0.502783
10.4	-0.506498
10.5	-0.509408
10.6	-0.511426
10.7	-0.512522
10.8	-0.512718
10.9	-0.512073
11	-0.510676
11.1	-0.50863
11.2	-0.506045
11.3	-0.503031
11.4	-0.499689
11.5	-0.496112
11.6	-0.492386
11.7	-0.488591
11.8	-0.4848
11.9	-0.481089
12	-0.477538
12.1	-0.474233
12.2	-0.471266
12.3	-0.468741
12.4	-0.466765
12.5	-0.465448
12.6	-0.464893
12.7	-0.465185
12.8	-0.46638
12.9	-0.468494
13	-0.471492
13.1	-0.475283
13.2	-0.479718
13.3	-0.484598
13.4	-0.489689
13.5	-0.494736
13.6	-0.499491
13.7	-0.503727
13.8	-0.507263
13.9	-0.509967
14	-0.511768
14.1	-0.512648
14.2	-0.512639
14.3	-0.511807
14.4	-0.510247
14.5	-0.508063
14.6	-0.505368
14.7	-0.502267
14.8	-0.498861
14.9	-0.495242
15	-0.491493
15.1	-0.487691
15.2	-0.483912
15.3	-0.480232
15.4	-0.476731
15.5	-0.473497
15.6	-0.470625
15.7	-0.46822
15.8	-0.46639
15.9	-0.465245
16	-0.464883
16.1	-0.465385
16.2	-0.466797
16.3	-0.469125
16.4	-0.472321
16.5	-0.47628
16.6	-0.480839
16.7	-0.485792
16.8	-0.490895
16.9	-0.495895
17	-0.500547
17.1	-0.504632
17.2	-0.507981
17.3	-0.510476
17.4	-0.512059
17.5	-0.512724
17.6	-0.512513
17.7	-0.5115
17.8	-0.509783
17.9	-0.507468
18	-0.504667
18.1	-0.501485
18.2	-0.498021
18.3	-0.494364
18.4	-0.490596
18.5	-0.486793
18.6	-0.483031
18.7	-0.479385
18.8	-0.475939
18.9	-0.472781
19	-0.47001
19.1	-0.467731
19.2	-0.466054
19.3	-0.465085
19.4	-0.464921
19.5	-0.465635
19.6	-0.467266
19.7	-0.469805
19.8	-0.473193
19.9	-0.47731
20	-0.481983
20.1	-0.486994
20.2	-0.492096
20.3	-0.497035
20.4	-0.501571
20.5	-0.505496
20.6	-0.508651
20.7	-0.510934
20.8	-0.512298
20.9	-0.512751
21	-0.512343
21.1	-0.511154
21.2	-0.509285
21.3	-0.506846
21.4	-0.503946
21.5	-0.500689
21.6	-0.497171
21.7	-0.49348
21.8	-0.489697
21.9	-0.485897
22	-0.482155
22.1	-0.47855
22.2	-0.475163
22.3	-0.472088
22.4	-0.469423
22.5	-0.467276
22.6	-0.465757
22.7	-0.464971
22.8	-0.465009
22.9	-0.465937
23	-0.467785
23.1	-0.470533
23.2	-0.474106
23.3	-0.478372
23.4	-0.483146
23.5	-0.488201
23.6	-0.493288
23.7	-0.498152
23.8	-0.502561
23.9	-0.506316
24	-0.509272
24.1	-0.51134
24.2	-0.512486
24.3	-0.51273
24.4	-0.512128
24.5	-0.510769
24.6	-0.508756
24.7	-0.506198
24.8	-0.503204
24.9	-0.499877
